,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
40,0.282143514,0.371723664,0.507400828,0.677931527,0.850212105,1.013046496,1.168505846,1.317848213,1.458499339,1.585640664,1.694689193,1.783159879,1.851168215,1.900804859
41,0.328676772,0.450004447,0.612506052,0.794509117,0.988820968,1.19470047,1.409815707,1.630160754,1.850005771,2.061649056,2.256605232,2.427914354,2.571943027,2.688698754
42,0.467463568,0.487546371,0.558918313,0.68920011,0.870767124,1.080850861,1.300307124,1.515495017,1.714414765,1.886161876,2.023356091,2.123848332,2.190153728,2.227535311
43,0.349822539,0.411381186,0.538954022,0.711430103,0.903556003,1.100370926,1.292530917,1.471275196,1.62959417,1.764002287,1.873748138,1.959454968,2.022542128,2.065093959
44,0.011425523,0.039252151,0.046961863,0.022144602,0.003884533,0.016629166,0.013439372,0.00661817,0.043187673,0.092896982,0.149762709,0.207267181,0.260342912,0.306239293
45,0.035810034,0.159701679,0.245424662,0.3028801,0.35889704,0.425166167,0.50325616,0.593555333,0.695371285,0.805228596,0.917239675,1.025059849,1.123761371,1.210664778
46,0.175853133,0.284595624,0.424781313,0.595381171,0.767260892,0.929283824,1.082086847,1.226071697,1.359336922,1.478904291,1.582022056,1.667079043,1.733993027,1.784056376
47,0.056234947,0.110275214,0.234489904,0.313918679,0.373657484,0.429029741,0.48601786,0.548839472,0.619686076,0.697045369,0.776376194,0.852406702,0.921172347,0.980816611
48,0.038732844,0.157213432,0.29891172,0.46641222,0.63389584,0.790541924,0.933657701,1.059343751,1.163633976,1.244610572,1.302552281,1.339305036,1.357703234,1.361094774
49,0.261277242,0.398356112,0.588439376,0.8193799,1.055034138,1.277603632,1.481158828,1.661384156,1.815056715,1.940900952,2.039220207,2.111394959,2.159795701,2.187741411
50,0.00349685,0.074844782,0.099159557,0.080493902,0.048431762,0.018553659,0.001827067,0.005794637,0.01113756,0.048271485,0.100372853,0.160419675,0.222163872,0.281375906
51,0.022942525,0.118019117,0.158878022,0.161487047,0.159973256,0.172077611,0.203942204,0.258941412,0.337339733,0.434654989,0.542728392,0.652562994,0.75685366,0.851119724
52,0.247392282,0.338928817,0.544318455,0.80533834,1.11481673,1.458296038,1.812204376,2.153229962,2.463537223,2.731883145,2.952908015,3.125876804,3.253482968,3.340756876
53,0.321862131,0.567093089,0.97252843,1.473477038,2.039476423,2.634215549,3.217964384,3.755503813,4.2218499,4.603947593,4.899330573,5.113371776,5.256361437,5.340935265
54,0.257698041,0.338972391,0.574476522,0.865123416,1.192362051,1.552469078,1.940767929,2.347725456,2.756829487,3.146435063,3.495688142,3.790420543,4.025499886,4.203551713
55,0.204424347,0.466808287,0.780940778,1.107075565,1.442524907,1.784565331,2.125837812,2.45735479,2.77030804,3.055897707,3.305899011,3.514453269,3.679631232,3.803627329
56,0.575084764,0.683175895,0.9292659,1.263639994,1.632545752,2.003171808,2.359792979,2.69443573,3.000484233,3.270739269,3.498873563,3.68149121,3.819011455,3.915195705
57,0.415756852,0.524314204,0.756956017,1.107640264,1.545251575,2.030384838,2.524808426,2.997719792,3.427633711,3.801503275,4.113287641,4.362638801,4.553574517,4.692999504
58,0.133026704,0.384347323,0.644332437,0.928623252,1.260374849,1.640478759,2.049371992,2.462045559,2.85622642,3.214335195,3.524094107,3.779059613,3.97855522,4.126632913
59,0.110252982,0.085863213,0.114431053,0.180173569,0.249705161,0.304087045,0.333989458,0.332661903,0.297810619,0.233575664,0.149014037,0.054658333,0.040478609,0.130317966
60,0.409502518,0.520146467,0.728091474,1.05447959,1.43993745,1.838031593,2.220556534,2.564771445,2.853802204,3.079335047,3.241569123,3.346858127,3.404670711,3.425096824
61,0.14743995,0.269034715,0.402644502,0.544853069,0.676078842,0.791732561,0.894777047,0.986842885,1.067040219,1.133262764,1.183667771,1.217692078,1.236340183,1.24184086
62,0.008613997,0.07249818,0.148533848,0.233400952,0.29887884,0.339403914,0.364501535,0.383758591,0.402058648,0.419683982,0.434103217,0.442143945,0.441669719,0.432279307
63,0.184875211,0.162778516,0.269318836,0.480335682,0.727333857,0.977846132,1.212822591,1.415003829,1.573116974,1.684635254,1.754457939,1.791573798,1.805808845,1.805768507
64,0.057884108,0.148033271,0.24411541,0.350475696,0.444083629,0.520374327,0.586972554,0.650660946,0.713742176,0.774477742,0.828762534,0.872189282,0.901825838,0.917055111
65,0.026441851,0.121652294,0.234345537,0.366016912,0.489498594,0.594883321,0.684615098,0.761794432,0.827247167,0.880110207,0.919127413,0.943762022,0.954704446,0.953759643
66,0.193739313,0.211020828,0.268461969,0.390921119,0.60698395,0.881937668,1.16681621,1.427728742,1.647938677,1.823477806,1.957723479,2.056832587,2.127164934,2.174459331
67,0.468132307,0.461838589,0.758928823,1.149945786,1.54846319,1.934920635,2.300565542,2.63628541,2.933586953,3.186762775,3.393729734,3.555984515,3.677970846,3.765961803
68,0.145999488,0.264523031,0.467743889,0.665078316,0.861005698,1.064987884,1.282292966,1.510327801,1.740502833,1.961751792,2.163648279,2.338672782,2.483298351,2.597826749
69,0.123856005,0.128858324,0.199810521,0.326967957,0.474651844,0.614306265,0.726119354,0.797247383,0.82365597,0.810269179,0.767946763,0.709130535,0.644397359,0.580919936
70,0.115941548,0.029940779,0.059119535,0.155189589,0.233963638,0.289719724,0.32934691,0.359555021,0.383577005,0.401791069,0.413210587,0.416875671,0.412655238,0.401375424
71,0.199397954,0.217639176,0.445496649,0.755754384,1.117018664,1.503253188,1.886949601,2.245692426,2.56517099,2.837799312,3.060321505,3.232730425,3.358165414,3.442519935
72,0.109269915,0.195377059,0.289237092,0.392300169,0.48078589,0.549356881,0.604730451,0.65307264,0.696692537,0.73475521,0.765074989,0.785809516,0.796376432,0.797518814
73,0.15591957,0.133325641,0.17090903,0.260170329,0.367446128,0.465971304,0.538761294,0.576369496,0.577043471,0.546037092,0.492868679,0.427761321,0.358993779,0.291893735
74,0.309254103,0.263005219,0.274511973,0.342936281,0.43588894,0.526527041,0.596513122,0.633679978,0.634178639,0.602601806,0.548754467,0.483402786,0.415226001,0.3497029
75,0.018715493,0.132031838,0.258797985,0.399668789,0.529423439,0.640180035,0.735746238,0.819750553,0.892823838,0.953558186,1.000165428,1.031782918,1.048997572,1.053649139
76,0.266933381,0.374537765,0.499176767,0.642626338,0.774927292,0.888143946,0.988983554,1.083318577,1.172501861,1.254689519,1.32696789,1.387035699,1.434016294,1.468459917
77,0.204097057,0.195030019,0.243769936,0.335488063,0.43255703,0.513640328,0.571290007,0.602784461,0.608636974,0.592990155,0.562579221,0.524567964,0.484660701,0.44632735
78,0.091073226,0.169370367,0.250281102,0.339125254,0.41229809,0.465912833,0.507457326,0.542407143,0.572158552,0.595647717,0.611156153,0.617622213,0.615211969,0.60520882
79,0.005824613,0.075034889,0.153905065,0.241785955,0.318267754,0.381966612,0.44097452,0.499952867,0.558455973,0.613162098,0.660241439,0.696978787,0.722431482,0.737271595
80,0.106401535,0.163210888,0.228486567,0.318729254,0.420223403,0.526046888,0.635012704,0.744929568,0.850993133,0.947228055,1.028734788,1.093049282,1.140204042,1.172010449
81,0.168639644,0.26887249,0.393312901,0.540209253,0.678826856,0.795670065,0.891476273,0.969548554,1.031872556,1.079067118,1.111344172,1.129400892,1.134797182,1.129813513
82,0.12654196,0.222709165,0.33320627,0.459676197,0.578113713,0.681403894,0.772213347,0.851894908,0.919349673,0.972672474,1.010516908,1.032836962,1.041001089,1.037418512
83,0.508889857,0.561058304,0.718638647,1.007293855,1.349136815,1.684144813,1.980969478,2.222274735,2.401456965,2.521083572,2.589366798,2.616402397,2.611952514,2.584706229
84,0.194008664,0.282807879,0.376942784,0.482650282,0.57883517,0.660769988,0.733371663,0.799851596,0.860156999,0.912432927,0.954536935,0.98512973,1.00415505,1.012734304
85,0.116595479,0.259428343,0.416238062,0.548776402,0.649108125,0.722550419,0.777265161,0.819095149,0.850487884,0.871473854,0.881205634,0.879306873,0.8665175,0.84461617
86,0.241301673,0.37417968,0.51306654,0.646647197,0.766496968,0.874243706,0.974476017,1.069314339,1.157264704,1.234556743,1.297419389,1.343887588,1.374325479,1.39087165
87,0.154707956,0.301979181,0.453280779,0.576668263,0.666706889,0.729034084,0.770814092,0.796685006,0.808568031,0.806970907,0.792340945,0.7659705,0.730182051,0.687931863
88,0.084427259,0.217346402,0.354208207,0.460887247,0.527630195,0.558283924,0.562709451,0.550476991,0.527919831,0.49820057,0.462620002,0.422003913,0.377494721,0.330668818
89,0.038220827,0.183889727,0.329209978,0.447780707,0.537171877,0.60506573,0.659319895,0.703800901,0.738972752,0.76385218,0.777547964,0.780146139,0.772900672,0.757895803
90,0.013999884,0.086335551,0.119189997,0.07445561,0.015874106,0.119872362,0.216987146,0.297124121,0.357577486,0.399596474,0.425600104,0.437741132,0.437842706,0.427857133
91,0.017827985,0.153444763,0.29920132,0.425654502,0.527073232,0.607867678,0.67424965,0.730170663,0.776776195,0.813528335,0.839568498,0.854744682,0.859982043,0.857062834
92,0.042490905,0.158294178,0.280940958,0.388978123,0.488992497,0.58719214,0.684091715,0.777124596,0.862602709,0.936763408,0.996437245,1.039722377,1.066470603,1.078262525
93,0.000357061,0.08477373,0.165597177,0.215945873,0.234408826,0.231384611,0.219147874,0.206355025,0.196521656,0.188950879,0.180793022,0.169210643,0.152738149,0.131554655
94,0.006942345,0.131716815,0.252239663,0.344267613,0.407422073,0.451152124,0.484441129,0.511785362,0.534014009,0.550279035,0.559558578,0.561553974,0.556946862,0.547153903
95,0.285530803,0.328996756,0.500159858,0.843620157,1.281662395,1.743229899,2.182968793,2.570642985,2.889515599,3.135702581,3.315114018,3.438972775,3.519767621,3.568711305
96,0.057126389,0.167061239,0.281720015,0.375130236,0.444209208,0.494993868,0.53452737,0.56736426,0.595181705,0.617605063,0.633271847,0.64092949,0.640246877,0.632053873
97,0.035812827,0.067757528,0.12421793,0.110374265,0.053850543,0.013522141,0.069479759,0.101273393,0.104835286,0.083027525,0.042714365,0.008399582,0.063926293,0.119549144
98,0.076900569,0.232357716,0.393021937,0.529915388,0.637165303,0.719310768,0.78306628,0.833246324,0.872090688,0.900169582,0.917560938,0.924775529,0.923106719,0.914452207
99,0.098378832,0.257692234,0.433121929,0.590660696,0.722630478,0.832075777,0.924204319,1.002465955,1.068009919,1.120646131,1.16001245,1.18645272,1.201308367,1.20668006
100,0.058306974,0.209571633,0.35604041,0.474757111,0.566593257,0.641785853,0.710128814,0.77662677,0.841546834,0.902339495,0.955697801,0.999096055,1.031479829,1.053199518
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
