,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
81,0.100664491,0.122687058,0.176369633,0.252140248,0.343500816,0.443485356,0.545522356,0.645750447,0.742406428,0.834649048,0.921994246,1.004148877,1.080965489,1.152415428
82,0.10965653,0.126160249,0.172171589,0.238587184,0.318807384,0.405693696,0.492630852,0.575890716,0.653944596,0.726207157,0.79243451,0.852552748,0.906620941,0.954814266
83,0.247469786,0.185807923,0.28131926,0.504954944,0.750724411,0.981615644,1.189181591,1.373894036,1.537266698,1.680282916,1.803866713,1.909339161,1.998474958,2.073332571
84,0.129626206,0.132621501,0.159052,0.205032763,0.266610255,0.337964751,0.412998252,0.487931302,0.560866958,0.63075857,0.696936237,0.758979115,0.816674318,0.869977494
85,0.060900212,0.026178771,0.044790112,0.095618577,0.162074924,0.232058753,0.299782474,0.364225774,0.425886252,0.485153526,0.542042054,0.596348172,0.647814367,0.69621879
86,0.119337297,0.124467772,0.169148686,0.239771507,0.325936752,0.418251666,0.50926938,0.595264282,0.675048432,0.748503241,0.815904226,0.877699801,0.934421479,0.986619641
87,0.053693114,0.050113526,0.084609729,0.141743052,0.207443085,0.270314194,0.3247055,0.369777931,0.406571579,0.436478877,0.460863815,0.481000763,0.498033605,0.51293086
88,0.047325345,0.035093604,0.058199381,0.108666693,0.175737065,0.248609763,0.32079538,0.390150638,0.4562829,0.519066805,0.57832154,0.633865815,0.685588981,0.733470772
89,0.073028699,0.054666953,0.057529457,0.07608793,0.105446727,0.139866038,0.174094009,0.205416043,0.232983669,0.256746542,0.276969861,0.294083509,0.308611752,0.321110009
90,0.00764041,0.084198004,0.28236602,0.49843814,0.675404529,0.794099926,0.863962461,0.900759055,0.916271553,0.917682924,0.90931631,0.893993203,0.873742706,0.850120732
91,0.101952762,0.068619717,0.076434104,0.098913535,0.128526609,0.160373058,0.190265961,0.21621704,0.237703749,0.254688124,0.267278918,0.275709517,0.280350676,0.281687079
92,0.157450626,0.15391367,0.159534704,0.173993496,0.197449309,0.227644555,0.261204188,0.296465188,0.332985289,0.370499256,0.408589264,0.446744595,0.484471987,0.521355291
93,0.138265313,0.089775743,0.058854272,0.043892887,0.046808733,0.063940898,0.088314407,0.11519184,0.142500465,0.169487425,0.195886847,0.22161696,0.246683396,0.271134414
94,0.132454166,0.118774008,0.123747823,0.139494682,0.16287313,0.189587003,0.214856102,0.23632852,0.253646998,0.267218169,0.277610157,0.285391564,0.291104975,0.295255949
95,0.293658002,0.29491994,0.546978513,0.850863608,1.125576591,1.347270798,1.520681467,1.65740408,1.765951436,1.850998199,1.915166487,1.960405234,1.988585751,2.001637246
96,0.149772224,0.161589727,0.189596636,0.226390909,0.269567224,0.315356553,0.359275137,0.399159118,0.434770092,0.466565345,0.495101155,0.520884184,0.544359206,0.565911825
97,0.028077506,0.023450679,0.182080097,0.366617678,0.529284021,0.653006517,0.742714325,0.808546459,0.858126845,0.89601003,0.924876971,0.946468058,0.962057109,0.972656118
98,0.147327907,0.171531304,0.218930338,0.278030724,0.343710999,0.410909345,0.474788977,0.533194702,0.585985877,0.633734716,0.677114623,0.716745392,0.753175907,0.786883269
99,0.133413235,0.173245111,0.23884577,0.317955842,0.398138354,0.470514636,0.532006457,0.583533383,0.627017708,0.664058185,0.695797503,0.723100089,0.746692177,0.767219342
100,0.17439839,0.236045799,0.293490253,0.358325908,0.436225025,0.525474855,0.620424161,0.716884446,0.812627758,0.906305239,0.996876794,1.083495638,1.165521388,1.242526217
